|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      01653|4B 920617- |  62.848|    1.404|4.4843e-07|     2.3658e-08|3.9115e-07|     5.6016e-08|
|      03655|4B 950630  |  19.424|    4.409|2.2546e-07|     1.3220e-08|4.7671e-07|     3.2880e-08|
|      07108|GRB 980921 | 157.120|   21.121|1.2882e-07|     8.7338e-09|5.4455e-07|     2.5013e-08|
|      03888|4B 951030- |   1.736|    0.202|4.3943e-08|     5.9120e-09|2.0513e-07|     1.5450e-08|
|      05607|GRB 960919 |   1.088|    0.091|8.5305e-08|     4.5447e-09|5.8323e-07|     1.5187e-08|
|      02711|4B 931226  | 124.864|    1.669|1.2951e-06|     3.2939e-08|1.0878e-06|     8.4301e-08|
|      03297|4B 941126- |   0.272|    0.023|2.9969e-08|     4.2055e-09|1.4965e-07|     1.2742e-08|
|      07625|GRB 990701-|  26.688|    2.625|2.6040e-07|     1.8800e-08|7.4765e-07|     5.5823e-08|
|      07638|GRB 990707-| 125.504|    6.759|6.2649e-07|     1.7297e-08|9.8262e-07|     4.8353e-08|
|      07973|GRB 000130 | 108.224|   20.899|1.6380e-07|     2.8386e-08|1.0180e-06|     8.9079e-08|
|      03287|4B 941119  |  33.408|    1.154|2.2544e-06|     2.8957e-08|6.8434e-06|     7.0929e-08|
|      05643|GRB 961025 |        |         |          |               |          |               |
|      05476|4B 960528  |  21.888|    1.993|8.6833e-07|     2.1014e-08|1.8136e-06|     5.6775e-08|
|      03293|4B 941123- |   0.256|    0.143|0.0000e+00|     1.2837e-08|1.4681e-07|     2.5731e-08|
|      01567|4B 920423- |  17.152|    1.134|3.1365e-07|     1.4283e-08|5.9416e-07|     3.5999e-08|
|      03466|4B 950312  |        |         |1.9052e-07|     1.3892e-08|5.3836e-07|     3.6272e-08|
|      00537|4B 910714  |   4.288|    0.326|7.1154e-08|     1.0978e-08|5.5177e-07|     2.6698e-08|
|      02181|4B 930210  |  96.704|    2.521|3.7803e-07|     1.7547e-08|1.0873e-06|     4.9270e-08|
|      07434|GRB 990228-|        |         |          |               |          |               |
|      02794|4B 940201- |        |         |          |               |          |               |
|      03145|4B 940830- |        |         |          |               |          |               |
|      07671|GRB 990724 |   5.056|    1.664|1.4677e-08|     3.5296e-09|6.0955e-08|     9.4341e-09|
|      02099|4B 921216  |   2.560|    0.231|1.1515e-07|     1.4450e-08|5.3969e-07|     3.5727e-08|
|      01657|4B 920619- |  13.312|    5.221|1.6273e-07|     1.2903e-08|5.5984e-07|     3.3095e-08|
|      00398|4B 910620- |  25.600|    4.546|9.1102e-07|     2.8172e-08|2.3802e-06|     7.1682e-08|
|      06662|GRB 980327 |   2.368|    0.580|3.0742e-08|     5.7535e-09|1.4139e-07|     1.7506e-08|
|      01190|4B 911217- |   7.168|    1.094|3.6528e-07|     1.1138e-08|7.6439e-07|     3.2258e-08|
|      03465|4B 950311  |  17.056|    3.278|1.1429e-07|     1.6557e-08|3.8973e-07|     5.5191e-08|
|      00549|4B 910718- |  14.400|    2.807|1.1292e-07|     2.2066e-08|2.2612e-07|     3.7854e-08|
|      06882|GRB 980627-|  15.040|    1.601|3.1562e-07|     1.5149e-08|5.9586e-07|     3.9875e-08|
|      06159|GRB 970405 |  49.920|    2.625|2.5141e-06|     3.4872e-08|3.8997e-06|     8.7779e-08|
|      07371|GRB 990205 |  49.536|   61.576|2.2090e-07|     1.7949e-08|1.9041e-07|     4.9412e-08|
|      02344|4B 930517- |  31.520|    3.543|2.0674e-07|     2.1764e-08|6.6250e-07|     5.7846e-08|
|      05591|GRB 960831-| 135.488|    0.870|5.8457e-06|     6.4450e-08|2.3123e-05|     1.6985e-07|
|      01744|4B 920805  |        |         |          |               |          |               |
|      03567|4B 950509- | 589.536|    6.988|1.9451e-06|     7.5260e-08|5.7700e-06|     1.9947e-07|
|      00741|4B 910829  |  12.480|    2.211|6.8739e-08|     2.4098e-08|3.4182e-07|     6.0689e-08|
|      02649|4B 931120  |   0.256|    0.091|1.9193e-08|     1.8229e-09|5.7026e-08|     4.8098e-09|
|      04048|4B 951220  |  13.696|    0.405|9.1825e-07|     1.9860e-08|4.6354e-06|     5.1170e-08|
|      07263|GRB 981215 |  53.184|   21.273|2.4574e-07|     1.8772e-08|7.5569e-07|     4.8069e-08|
|      03024|4B 940609  |        |         |          |               |          |               |
|      06718|GRB 980501 |   0.344|    0.078|1.6072e-08|     3.2635e-09|3.3731e-08|     9.5815e-09|
|      03320|4B 941215- |  42.624|    1.214|1.7396e-06|     2.9846e-08|3.6397e-06|     7.5248e-08|
|      07368|GRB 990203 |        |         |          |               |          |               |
|      00612|4B 910803  |        |         |9.7429e-07|     1.8194e-08|2.5012e-06|     4.3928e-08|
|      05392|4B 960331- |        |         |          |               |          |               |
|      02446|4B 930714  |   8.256|    0.547|1.0595e-06|     2.0936e-08|4.0623e-06|     5.5213e-08|
|      06134|GRB 970323 |        |         |1.7639e-08|     7.0212e-08|8.0825e-08|     1.9102e-07|
|      01538|4B 920404  |        |         |          |               |          |               |
|      02393|4B 930614- |   5.134|    0.066|1.1048e-06|     1.5859e-08|1.3260e-06|     3.5157e-08|
|      06354|GRB 970902-|   0.264|    0.152|0.0000e+00|     3.2976e-09|3.2568e-08|     1.0106e-08|
|      02951|4B 940427  |   4.864|    0.091|3.1861e-07|     1.8213e-08|9.0127e-07|     5.0062e-08|
|      06788|GRB 980527-|   0.092|    0.001|5.7775e-08|     4.2471e-09|5.9064e-07|     1.4771e-08|
|      01154|4B 911209- |   0.193|    0.020|1.2153e-08|     1.7757e-09|9.7650e-08|     6.5147e-09|
|      03801|4B 950916- |  30.752|    6.861|3.2403e-07|     2.4202e-08|9.8718e-07|     7.0699e-08|
|      01650|4B 920615- |   5.376|    2.064|          |               |          |               |
|      03307|4B 941202  |  42.976|    1.280|5.8243e-07|     2.8140e-08|8.0346e-07|     7.8312e-08|
|      05701|GRB 961130 |        |         |          |               |          |               |
|      06371|GRB 970908-|   0.660|    0.110|          |               |          |               |
|      03917|4B 951123  | 163.712|    3.494|1.2225e-06|     4.2036e-08|3.7073e-06|     1.2335e-07|
|      07274|GRB 981221-|        |         |          |               |          |               |
|      02671|4B 931203  |  31.456|    5.976|3.4986e-07|     2.4172e-08|2.4691e-07|     5.9473e-08|
|      01123|4B 911127- |  32.128|    3.598|1.4116e-07|     1.3942e-08|5.8053e-07|     5.7343e-08|
|      03177|4B 940921- |   6.688|    2.233|3.6824e-07|     1.4537e-08|1.0333e-06|     4.2284e-08|
|      06985|GRB 980810 |        |         |6.6437e-06|     3.1341e-08|2.8013e-05|     9.4326e-08|
|      06911|GRB 980707-|   5.312|    1.665|7.2949e-08|     6.9930e-09|8.7482e-08|     1.7981e-08|
|      07489|GRB 990323-|        |         |          |               |          |               |
|      03067|4B 940708- |  66.976|    1.032|6.8103e-06|     4.2011e-08|2.3814e-05|     1.0697e-07|
|      06453|GRB 971029-|  89.856|    0.410|1.0493e-05|     5.1119e-08|2.2361e-05|     1.2662e-07|
|      05955|GRB 970128 |  11.648|    2.241|3.0784e-07|     2.5534e-08|8.7629e-07|     7.0965e-08|
|      08064|GRB 000403 | 148.224|    8.076|1.6673e-06|     4.6272e-08|1.4629e-06|     1.1361e-07|
|      02892|4B 940326  |   0.288|    0.064|2.0948e-08|     1.9896e-09|7.1698e-08|     5.3262e-09|
|      00105|4B 910421  |   5.184|    0.181|1.3209e-06|     1.4368e-08|2.0468e-06|     1.7931e-07|
|      00474|4B 910702- |   0.152|    0.032|3.3208e-08|     3.1043e-09|3.8937e-07|     1.0227e-08|
|      03913|4B 951119- |  81.088|    0.905|2.3690e-06|     3.6458e-08|6.7244e-06|     9.4018e-08|
|      00223|4B 910523- |  29.184|    1.243|6.4875e-08|     1.4638e-08|1.6753e-07|     3.3177e-08|
|      03735|4B 950804- |   1.301|    0.091|5.5077e-08|     5.0549e-09|5.4575e-07|     1.5797e-08|
|      06270|GRB 970613-|  37.568|    2.233|6.2218e-07|     2.9789e-08|2.0260e-06|     1.0009e-07|
|      07637|GRB 990707-|        |         |          |               |          |               |
|      07059|GRB 980902 |        |         |          |               |          |               |
|      06288|GRB 970629 |  13.184|    2.121|5.2302e-07|     1.4275e-08|7.5147e-07|     3.9128e-08|
|      01449|4B 920228  |  33.216|    0.500|6.9512e-07|     2.1273e-08|1.4033e-06|     5.0058e-08|
|      01714|4B 920721- |  23.616|    1.864|1.9875e-07|     1.4706e-08|3.9049e-07|     4.5942e-08|
|      02116|4B 930103- |        |         |          |               |          |               |
|      00206|4B 910517- |        |         |2.3309e-08|     6.3901e-09|9.9594e-08|     1.5670e-08|
|      02753|4B 940112- |  21.760|    0.601|4.0638e-07|     2.3988e-08|1.4606e-06|     6.4951e-08|
|      06571|GRB 980114 |   0.326|    0.104|6.8019e-09|     3.4446e-09|2.6822e-08|     1.0319e-08|
|      07852|GRB 991112 |        |         |          |               |          |               |
|      02636|4B 931115  |  31.296|    0.746|4.5871e-07|     2.6141e-08|6.6897e-07|     6.5970e-08|
|      02450|4B 930720- |  45.888|    0.264|4.0553e-06|     3.9897e-08|1.1969e-05|     1.0857e-07|
|      03717|4B 950730  |  59.232|    6.924|1.0254e-06|     6.2005e-08|1.3327e-06|     1.3481e-07|
|      05510|4B 960621- |  50.720|   13.643|9.6575e-07|     1.0054e-07|1.8462e-06|     2.5563e-07|
|      05555|4B 960730- |  49.216|    4.875|6.1055e-07|     3.1603e-08|1.7813e-06|     9.1810e-08|
|      06450|GRB 971024-|  23.488|    3.152|2.2658e-07|     1.7644e-08|1.4944e-07|     4.9408e-08|
|      03143|4B 940830- |   4.147|    0.273|4.4191e-07|     2.2507e-08|1.3991e-06|     6.2010e-08|
|      06987|GRB 980813 |  33.280|    5.284|1.0906e-07|     1.0487e-08|2.9836e-07|     3.0014e-08|
|      00110|4B 910425- | 430.016|    1.094|4.6726e-07|     4.0653e-08|1.7766e-06|     1.4014e-07|
|      06815|GRB 980610 |        |         |          |               |          |               |
|      03357|4B 950114- |        |         |8.7148e-08|     1.9480e-08|4.7308e-07|     5.3139e-08|
|      05645|GRB 961026-|  40.960|    7.680|4.1334e-07|     1.9710e-08|1.1927e-06|     5.1675e-08|
|      02124|4B 930109  |        |         |          |               |          |               |
|      03407|4B 950207- |  91.360|    2.176|1.0012e-06|     3.4145e-08|2.4062e-06|     1.0569e-07|
|      01218|4B 911225- |   9.472|    0.692|4.1609e-07|     1.2264e-08|7.8546e-07|     3.3536e-08|
|      07523|GRB 990420-|  60.480|    3.851|4.4473e-07|     2.6575e-08|5.1801e-07|     6.4137e-08|
|      00909|4B 911019  |   0.832|    0.320|1.5794e-08|     1.1547e-08|1.0692e-07|     3.2873e-08|
|      02489|4B 930812  |        |         |          |               |          |               |
|      03062|4B 940706- |  23.648|    3.353|          |               |          |               |
|      06694|GRB 980420 |  39.936|    2.369|9.5511e-07|     2.5986e-08|6.7645e-06|     7.5268e-08|
|      02193|4B 930214- | 135.168|    2.886|1.9965e-06|     2.9302e-08|1.1367e-05|     8.0864e-08|
|      05411|4B 960405- |  27.136|    8.013|3.6563e-07|     1.4864e-08|5.2888e-07|     3.6819e-08|
|      03037|4B 940621- |   0.048|    0.013|6.1071e-09|     1.0251e-09|2.9368e-08|     3.3589e-09|
|      03169|4B 940916  |        |         |          |               |          |               |
|      07102|GRB 980918 |   0.399|    0.612|1.5412e-08|     3.2029e-09|1.0488e-07|     9.5283e-09|
|      02081|4B 921207- |  15.680|    1.421|1.6704e-07|     1.8375e-08|1.0456e-06|     4.8301e-08|
|      07875|GRB 991123-|        |         |7.2980e-09|     3.9505e-09|7.1752e-08|     1.3232e-08|
|      02435|4B 930708- | 196.640|    1.118|2.2958e-06|     4.8328e-08|5.1118e-06|     1.2567e-07|
|      06214|GRB 970429-|        |         |1.0970e-06|     1.8214e-08|3.9798e-06|     5.6669e-08|
|      06935|GRB 980720 |  88.256|    6.987|8.2731e-07|     3.0085e-08|2.7164e-06|     8.6824e-08|
|      07578|GRB 990522 |        |         |          |               |          |               |
|      00690|4B 910817  |   3.200|    0.373|5.2255e-08|     1.8655e-08|9.4795e-08|     3.3401e-08|
|      00640|4B 910806  |        |         |6.1822e-09|     5.6824e-09|1.5274e-08|     1.4930e-08|
|      05730|GRB 961228-|   7.744|    1.145|3.8986e-08|     8.4212e-09|1.9777e-07|     2.2345e-08|
|      07888|GRB 991201 |   6.208|    1.409|1.1734e-07|     1.1325e-08|4.9721e-08|     3.0156e-08|
|      05443|4B 960422  |        |         |3.3080e-08|     4.1227e-09|5.4578e-08|     1.1052e-08|
|      03893|4B 951104- |  35.648|    1.090|3.7423e-06|     3.1086e-08|9.9005e-06|     7.9054e-08|
|      03057|4B 940703- |  34.880|    0.453|2.3689e-05|     4.7782e-08|1.2452e-04|     1.7843e-07|
|      07078|GRB 980910-|   0.448|    0.091|2.2663e-08|     5.6963e-09|1.1490e-07|     1.8012e-08|
|      01435|4B 920224- |   1.216|    0.320|9.1711e-09|     4.8686e-09|7.2214e-08|     9.8623e-09|
|      01419|4B 920218- | 122.496|    0.547|3.7068e-06|     3.4510e-08|9.1337e-06|     1.0316e-07|
|      03472|4B 950317- |  15.936|    3.343|4.8598e-07|     1.9157e-08|9.8473e-07|     5.2222e-08|
|      01493|4B 920318- |        |         |          |               |          |               |
|      03338|4B 950101  |   0.108|    0.016|1.5199e-08|     1.7987e-09|4.2207e-08|     5.1074e-09|
|      02127|4B 930112- |        |         |          |               |          |               |
|      05507|4B 960620  |   6.720|    0.604|1.5185e-07|     1.9690e-08|2.4736e-07|     4.7711e-08|
|      03529|4B 950501  |        |         |          |               |          |               |
|      07319|GRB 990111-|  49.664|    1.675|1.1320e-06|     2.6596e-08|2.8727e-06|     7.5476e-08|
|      06613|GRB 980223 |  42.368|    6.348|1.5205e-07|     1.6895e-07|3.8665e-07|     4.7975e-07|
|      02472|4B 930730  |  41.696|    3.912|2.4134e-07|     1.8899e-08|8.1463e-07|     4.6975e-08|
|      02468|4B 930727- |        |         |          |               |          |               |
|      05654|GRB 961102 |  71.360|    0.453|6.6511e-06|     4.0312e-08|2.6289e-05|     1.0955e-07|
|      01729|4B 920728  |        |         |          |               |          |               |
|      06268|GRB 970613-|        |         |          |               |          |               |
|      04157|4B 951228  |  20.032|    1.669|1.2512e-06|     2.3874e-08|1.6450e-06|     5.8515e-08|
|      02795|4B 940201- |   0.232|    0.033|7.9952e-09|     1.5658e-09|1.3207e-07|     6.2667e-09|
|      06437|GRB 971015-|   9.408|    1.985|1.0030e-07|     1.1623e-08|1.6949e-07|     3.4331e-08|
|      02691|4B 931212  |  26.752|    4.292|1.0979e-07|     1.7782e-08|9.4245e-07|     5.6290e-08|
|      00555|4B 910719  |   4.160|    0.453|1.1859e-08|     5.5764e-09|8.3777e-08|     1.2206e-08|
|      07000|GRB 980819 | 105.088|   11.456|5.9208e-07|     2.5651e-08|1.0741e-06|     8.5715e-08|
|      07929|GRB 000101 |  51.776|    0.730|4.7605e-06|     4.6271e-08|2.2758e-05|     1.3330e-07|
|      05664|GRB 961110 |   2.496|    0.326|2.6057e-08|     4.8663e-09|6.3872e-08|     1.2556e-08|
|      06610|GRB 980222-|  71.936|    3.482|1.0676e-06|     2.8954e-08|2.3576e-06|     7.8227e-08|
|      01308|4B 920121- |   0.215|    0.026|1.9467e-08|     2.1302e-09|7.1334e-08|     5.3092e-09|
|      02793|4B 940129  |   6.976|    0.707|4.6354e-07|     2.2942e-08|2.9322e-06|     5.4681e-08|
|      02111|4B 921230- |  29.056|    0.462|1.2344e-06|     2.2389e-08|2.1659e-06|     5.8149e-08|
|      02703|4B 931222  |  57.664|    1.223|1.9401e-06|     3.3620e-08|7.4278e-06|     8.4509e-08|
|      03886|4B 951030- |  12.480|    0.326|2.2219e-07|     1.1149e-08|5.9946e-07|     2.9243e-08|
|      01489|4B 920317  |        |         |2.3625e-07|     2.3821e-08|6.7394e-07|     5.8909e-08|
|      02126|4B 930110- |   0.401|    0.061|2.4689e-08|     3.0444e-09|1.6213e-07|     8.7291e-09|
|      06716|GRB 980430-|        |         |4.6460e-07|     2.9422e-08|5.7634e-07|     6.9283e-08|
|      02289|4B 930406- |        |         |0.0000e+00|     2.3285e-07|9.5126e-07|     6.6492e-07|
|      03527|4B 950430- |  13.568|    1.460|4.0837e-07|     2.1509e-08|1.2840e-06|     5.7602e-08|
|      00473|4B 910702- |  31.104|    3.657|3.3431e-07|     2.1285e-08|4.4000e-07|     5.9148e-08|
|      03885|4B 951028  |        |         |          |               |          |               |
|      03360|4B 950117- |        |         |1.8862e-06|     4.1109e-08|1.0146e-05|     1.3434e-07|
|      02118|4B 930104- |        |         |          |               |          |               |
|      02060|4B 921117  |        |         |          |               |          |               |
|      01482|4B 920314- |        |         |8.1006e-08|     1.0938e-08|1.7954e-07|     2.6082e-08|
|      07645|GRB 990711 | 431.616|    4.720|8.0102e-07|     6.4257e-08|1.9206e-06|     1.6863e-07|
|      01623|4B 920524  |  66.112|    0.707|1.5485e-06|     2.5605e-08|7.3989e-06|     7.4773e-08|
|      06445|GRB 971023-|   1.536|    0.202|7.0718e-09|     3.2077e-09|4.0401e-08|     8.6022e-09|
|      01150|4B 911207  |  61.632|    6.085|1.6432e-06|     4.0689e-08|2.9442e-06|     9.3415e-08|
|      03900|4B 951107- |  86.720|    4.935|7.1918e-07|     2.7693e-08|1.2196e-06|     8.3171e-08|
|      00480|4B 910703  |   0.067|    0.018|1.6031e-08|     1.9099e-09|1.1450e-07|     7.2916e-09|
|      06321|GRB 970801 |  22.592|    1.733|7.1993e-07|     1.7585e-08|1.8370e-06|     5.0063e-08|
|      05626|GRB 961008 |  22.272|    2.753|1.1471e-07|     1.4248e-08|2.5689e-07|     4.5064e-08|
|      02504|4B 930826  |   0.128|    0.091|3.0492e-08|     1.6624e-08|1.3550e-07|     4.0407e-08|
|      02632|4B 931113- |   1.443|    0.093|1.3259e-07|     1.4420e-08|3.0307e-07|     3.9971e-08|
|      07998|GRB 000226-|  10.240|    0.516|6.5106e-07|     1.3647e-08|6.8447e-07|     3.4207e-08|
|      07228|GRB 981125-|  99.584|   14.615|1.1049e-06|     3.8565e-08|2.8038e-06|     1.3023e-07|
|      05622|GRB 961002 | 106.048|    4.871|8.6416e-07|     4.0986e-08|1.2208e-06|     1.0783e-07|
|      03664|4B 950713  |  85.216|   10.546|1.2610e-06|     4.8312e-08|1.6167e-06|     1.1390e-07|
